PseudoID,PseudoIDRe,ReportID,Opened,Closed,YearOpened,Summary,OriginalReporter,Reporter,Status,SecuritySeverity,Component,WeaknessType,IsExternal,Releases,Language,IsExploited,FirstReported,FixedTimestamp,TimeToFix,TimeFromFirstReport,IsReopened
1355039,1355039,1355039,1491820555,1493844627,2017,            heap-use-after-free in mozilla::net::PredictorLearn        ,Nils,  nils,VERIFIED FIXED,High,DOM: Navigation,Expired pointer dereference,1,Stable,['C++'],0,1491820555,1493844627,23,0,0
1200004,1200004,1200004,1440929044,1441719978,2015,            IDB - Use After Free in WorkerPrivate::NotifyFeatures        ,Looben Yang,  loobenyang,VERIFIED FIXED,Critical,Storage: IndexedDB,Race condition,1,Stable,['C++'],0,1440929044,1441719978,9,0,0
1423086,1423086,1425222,1513257735,1513267633,2017,            AddressSanitizer: heap-use-after-free [@ mozilla::PeerConnectionImpl::DTMFSendTimerCallback_m] with READ of size 4        ,Jesse Schwartzentruber,  truber,RESOLVED DUPLICATE,Critical,WebRTC: Signaling,Expired pointer dereference,0,Stable,['C++'],0,1512450042,1513727989,14,9,0
1210302,1210302,1211020,1443825401,1448401005,2015,            FF is not Executing CORS Preflight for Cross Domain XHR POST if Content-Type includes text/plain (but is not actually text/plain)        ,charles_overbeck,  charles_overbeck,RESOLVED DUPLICATE,High,DOM: Security,7PK - Security features,1,Stable,"['C++', 'JS', 'HTML']",0,1443681108,1444239613,6,1,0
958780,958780,958780,1389403135,1391098117,2014,            B2G Crash during FTU        ,Gregor Wagner,  gwagner,RESOLVED FIXED,Critical,DOM: Core & HTML,,0,NotStable,,0,1389403135,1391098117,19,0,1
1350844,1350844,1350844,1490606899,1490964741,2017,"            Assertion failure: zone->gcSweepGroupEdges().empty(), at js/src/jsgc.cpp:4568 with nukeCCW        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,Stable,['C++'],0,1490606899,1490964741,4,0,0
1340593,1340593,1340593,1487351996,1487601746,2017,            use-after-poison in nsStylePadding::GetPadding        ,Ivan Fratric,  ifratric,RESOLVED FIXED,,CSS Parsing and Computation,,1,NotStable,['C++'],0,1487351996,1487601746,2,0,0
825288,825288,825288,1356722707,1357323222,2012,            MaybeWrapValue doesn't handle SOWs correctly        ,Boris Zbarsky,  bzbarsky,RESOLVED FIXED,High,DOM: Core & HTML,,0,NotStable,,0,1356722707,1357323222,6,0,0
1372467,1372467,1372467,1497328189,1500686075,2017,            [Libfuzzer] Heap-buffer-overflow in sdp_parse_attr_fmtp        ,Nils Ohlmeier,  drno,RESOLVED FIXED,High,WebRTC: Signaling,,0,NotStable,['C'],0,1497328189,1500686075,38,0,0
958988,958988,958988,1389560806,1390476092,2014,            OpenH264: stack-buffer-overflow crash [@WelsSVCEnc::RcInitTlWeight]        ,Christoph Diehl,  posidron,RESOLVED FIXED,,WebRTC: Audio/Video,,0,NotStable,,0,1389560806,1390476092,10,0,0
1272173,1272173,1272173,1463016587,1471111233,2016,"            freetype2: UBSan: null pointer passed as argument 1, which is declared to never be null [@ft_mem_realloc] in src/base/ftutil.c:105        ",Tyson Smith,  tsmith,RESOLVED FIXED,,Graphics: Text,,0,NotStable,,0,1463016587,1471111233,93,0,0
874486,874486,874486,1369152519,1369310413,2013,            ASAN: Crashtest layout/xul/tree/crashtests/409807-1.xul triggers error        ,Christian Holler,  decoder,RESOLVED FIXED,,XUL,,0,NotStable,['C++'],0,1369152519,1369310413,1,0,0
1044077,1044077,1044077,1406305932,1441829494,2014,            Change jemalloc poison address to something that is not a nop-slide        ,Andrew McCreight,  mccr8,RESOLVED FIXED,Moderate,Memory Allocator,,0,Stable,['C'],0,1406305932,1441829494,411,0,0
1527148,1527148,1527148,1549926567,1551775849,2019,            Differential Testing: Different output message involving Array.prototype        ,Gary Kwong,  gkw,RESOLVED FIXED,High,JavaScript Engine: JIT,,0,NotStable,"['C++', 'JS']",0,1549926567,1551775849,21,0,0
1365518,1365518,1367437,1495636542,1496152040,2017,"            Assertion failure: offset < length(), at js/src/jsscript.h:1238        ",Christian Holler,  decoder,RESOLVED DUPLICATE,Critical,JavaScript Engine: JIT,,0,NotStable,"['C++', 'JS']",0,1495006701,1495946004,10,7,0
1421963,1421963,1421963,1512043446,1512735786,2017,            Intermittent GECKO(3202) | ==3255==ERROR: AddressSanitizer: heap-use-after-free on address 0x61d000a582b4 at pc 0x7f1472493c22 bp 0x7f14688f2d30 sp 0x7f14688f2d28        ,Treeherder Bug Filer,  intermittent-bug-filer,RESOLVED FIXED,High,WebRTC: Audio/Video,,0,Stable,['C++'],0,1512043446,1512735786,8,0,1
1298125,1298125,1298125,1472150995,1500615739,2016,            Missing bounds check in RtpHeaderParser::ParseOneByteExtensionHeader() causes reads beyond buffer end        ,q1,  q1,RESOLVED FIXED,Moderate,WebRTC: Networking,,1,NotStable,,0,1472150995,1500615739,329,0,0
969702,969702,969702,1391820239,1393023514,2014,            Crash [@ PodAssign<char16_t>] or [@ js::CurrentThreadCanAccessRuntime]        ,Gary Kwong,  gkw,VERIFIED FIXED,High,JavaScript Engine: JIT,,0,NotStable,,0,1391820239,1393023514,13,0,0
765527,765527,765527,1339895460,1345948303,2012,            Object.defineProperty can shadow |top|        ,Mariusz Mlynski,  marius.mlynski,RESOLVED FIXED,High,DOM: Core & HTML,Cross-site scripting,1,Stable,['C++'],0,1339895460,1345948303,70,0,0
780936,780936,780936,1344362679,1346644040,2012,            IonMonkey: Crash at weird address and !exploitable shows an Exploitable Data Execution Prevention Violation        ,Gary Kwong,  gkw,VERIFIED FIXED,Critical,JavaScript Engine,,0,NotStable,,0,1344362679,1346644040,26,0,0
805745,805745,805745,1351236745,1355423700,2012,            crash in nsWindow::OnPaint        ,Scoobidiver,  scoobidiver,VERIFIED FIXED,Critical,Widget: Win32,,0,Stable,['C++'],0,1351236745,1355423700,48,0,1
776687,776687,776687,1343075194,1344301198,2012,"            IonMonkey: Crash [@ js::ion::LIRGeneratorShared::visitConstant] or ""Assertion failure: false (unexpected constant type),""        ",Gary Kwong,  gkw,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,,0,1343075194,1344301198,14,0,1
1696442,1696442,1696442,1614872640,1615455845,2021,            ThreadSanitizer: data race [@ AsyncPanZoomController::SetParent] vs. [@ AsyncPanZoomController::GetParent]        ,Aria Beingessner,  Gankra,RESOLVED FIXED,Moderate,Panning and Zooming,,0,NotStable,['C++'],0,1614872640,1615455845,6,0,0
1577573,1577573,1577573,1567098045,1567140118,2019,            webExtension content-script can cause a crash in the content process using exportFunction        ,Andrea Marchesini,  baku,RESOLVED FIXED,Low,XPConnect,,0,NotStable,"['C++', 'HTML']",0,1567098045,1567140118,0,0,0
785574,785574,785574,1345861565,1346327785,2012,            Heap-use-after-free in nsHTMLCSSUtils::CreateCSSPropertyTxn        ,Abhishek Arya,  inferno,RESOLVED FIXED,Critical,DOM: Editor,Resource management error,1,Stable,['C++'],0,1345861565,1346327785,5,0,0
861841,861841,861841,1366031357,1366394906,2013,"            Assertion failure: !done(), at ../jsscript.h:1045 or Use-after-free [@ js::BindingIter::operator->()] or Crash [@ getSlotAddressUnchecked]        ",Christian Holler,  decoder,VERIFIED FIXED,Critical,JavaScript Engine,,0,NotStable,['C++'],0,1366031357,1366394906,4,0,0
1371853,1371853,1371853,1497046445,1499751299,2017,            Possible native rooting issue in XPCConvert::JSObject2NativeInterface()        ,Andrew McCreight,  mccr8,RESOLVED FIXED,Critical,XPConnect,,0,NotStable,,0,1497046445,1499751299,31,0,0
997914,997914,997914,1397759107,1585426420,2014,            IDN Blacklist missing unicode characters        ,Al Billings,  abillings,NEW,Low,Networking,,1,NotStable,,0,1397759107,-1,-1,0,0
1631618,1631618,1631618,1587419870,1589819076,2020,            [TALOS-2020-1053] use-after-free in SharedWorkerService        ,Marcin 'Icewall' Noga of Cisco Talos,  dveditz,RESOLVED FIXED,High,DOM: Service Workers,,1,Stable,['C++'],0,1587419870,1589819076,27,0,0
1699647,1699647,1699647,1616147849,1616536403,2021,"            Assertion failure: size_t(reg) < std::size(names), at /storagejs/src/jit/x86-shared/Constants-x86-shared.h:194        ",Christian Holler,  decoder,RESOLVED FIXED,Moderate,JavaScript: WebAssembly,,0,NotStable,['JS'],0,1616147849,1616536403,4,0,0
1561404,1561404,1561404,1561492861,1562886313,2019,            AddressSanitizer: attempting to call malloc_usable_size() for pointer which is not owned: 0x60c00854c800 [@ __interceptor_malloc_usable_size] through [@ mozilla::MediaCacheStream::SizeOfExcludingThis]        ,Anonymous,  decoder,RESOLVED FIXED,Moderate,Audio/Video,,1,Stable,['C++'],0,1561492861,1562886313,16,0,0
1673555,1673555,1673555,1603789572,1607339299,2020,            Hit MOZ_CRASH(assertion failed: x < ::cranelift_entity::__core::u32::MAX) at third_party/rust/cranelift-wasm/src/translation_utils.rs:56        ,Christian Holler,  decoder,RESOLVED FIXED,High,JavaScript: WebAssembly,,0,Stable,,0,1603789572,1607339299,41,0,0
1049095,1049095,1049095,1407268049,1408671116,2014,            Spdy/Http-2 Coalescing Key Pinning Bypass        ,Patrick McManus,  mcmanus,RESOLVED FIXED,Moderate,Security: PSM,Cryptographic issues,0,Stable,['C++'],0,1407268049,1408671116,16,0,0
1371865,1371865,1371865,1497048829,1499751304,2017,            PRE_HELPER_STUB calls method on native without rooting the reflector        ,Andrew McCreight,  mccr8,RESOLVED FIXED,Critical,XPConnect,,0,NotStable,,0,1497048829,1499751304,31,0,0
1691547,1691547,1691547,1612820418,1616628338,2021,            Angle Security Backports for ESR-78        ,Tom Ritter,  tjr,RESOLVED FIXED,High,Graphics,,0,Stable,,0,1612820418,1616628338,44,0,0
1308938,1308938,1308938,1476110867,1476889780,2016,            Assertion failure: originAttrsLoadInfo.mUserContextId == originAttrsLoadContext.mUserContextId during loading of about:preferences        ,Andrew McCreight,  mccr8,VERIFIED FIXED,Moderate,DOM: Security,,0,NotStable,['C++'],0,1476110867,1476889780,9,0,0
1311319,1311319,1311319,1476877315,1477244203,2016,            Do not call PR_GetErrorText() when PR_GetErrorTextLength() is 0        ,Tooru Fujisawa,  arai,RESOLVED FIXED,Low,JavaScript Engine,,0,Stable,['C++'],0,1476877315,1477244203,4,0,0
1412420,1412420,1412420,1509136765,1513551049,2017,            Crash [@ js::TypeSet::GetValueType] with invalid read        ,Christian Holler,  decoder,RESOLVED FIXED,High,JavaScript Engine,,0,Stable,"['C++', 'JS']",0,1509136765,1513551049,51,0,0
1275582,1275582,1275582,1464187156,1464697986,2016,            TSan: data race security/nss/lib/freebl/sha_fast.c:176 SHA1_End        ,Julian Seward,  jseward,RESOLVED FIXED,Moderate,Security: PSM,,0,Stable,['C++'],0,1464187156,1464697986,5,0,0
1307557,1307557,1307557,1475608071,1476697248,2016,            Out-of-bounds access in Element::DescribeAttribute()        ,q1,  q1,RESOLVED FIXED,Low,DOM: Core & HTML,,1,Stable,['C++'],0,1475608071,1476697248,12,0,0
1040575,1040575,1040575,1405658946,1407383330,2014,            copy SVGSVGElement.currentTranslate if we insert it into an SVGPointList        ,Cameron McCormack,  heycam,RESOLVED FIXED,,SVG,,0,NotStable,"['C++', 'HTML']",0,1405658946,1407383330,19,0,0
867946,867946,867946,1367491444,1374767498,2013,            Crash [@ __strlen_sse2_bsf] through [@ JS_BasicObjectToString]        ,Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1367491444,1374767498,84,0,0
1538798,1538798,1538798,1553537943,1554953569,2019,            Crash in [@ core::ptr::real_drop_in_place<T>]        ,Marcia Knous,  marcia,RESOLVED FIXED,Moderate,Graphics: WebRender,,0,NotStable,,0,1553537943,1554953569,16,0,0
1467852,1467852,1467852,1528479379,1528724454,2018,            same-origin bypass using service worker and redirects due to incorrect redirected synthesized taint handling        ,Ben Kelly,  bkelly,RESOLVED FIXED,High,DOM: Service Workers,Exposure of sensitive information,0,Stable,['C++'],0,1528479379,1528724454,2,0,0
1401141,1401141,1401141,1505815937,1505953574,2017,"            Assertion failure: allocated(), at js/src/gc/Heap.h:627 or Assertion failure: MapAllocToTraceKind(cell->asTenured().getAllocKind()) == kind, at jsgc.cpp:8091        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1505815937,1505953574,1,0,0
868528,868528,868528,1367607261,1368022175,2013,            content._content is not Xray        ,moz_bug_r_a4,  moz_bug_r_a4,VERIFIED FIXED,Moderate,Security,,0,NotStable,['C++'],0,1367607261,1368022175,4,0,0
1099414,1099414,1100686,1416270941,1420225066,2014,            [e10s] heap-use-after-free in UDPSocketChildBase::ReleaseIPDLReference        ,Nils Ohlmeier,  drno,RESOLVED DUPLICATE,High,WebRTC: Networking,,0,NotStable,['C++'],0,1416004844,1422404421,74,3,0
1590965,1590965,1590965,1571890623,1573552148,2019,            nsClipboard::Observe() is spinning the event loop        ,Karl Tomlinson,  karlt,RESOLVED FIXED,Moderate,Widget: Gtk,,0,Stable,['C++'],0,1571890623,1573552148,19,0,0
1628499,1628499,1628499,1586386123,1587074225,2020,"            Assertion failure: size_t(np) == countedPointers, at wasm/WasmBaselineCompile.cpp:2667        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript: WebAssembly,,0,NotStable,"['C++', 'JS']",0,1586386123,1587074225,7,0,0
959139,959139,959139,1389618831,1389762748,2014,            OpenH264: heap-buffer-overflow crash in [@WelsSVCEnc::WriteBlockResidualCavlc]        ,Christoph Diehl,  posidron,RESOLVED FIXED,Critical,WebRTC: Audio/Video,,0,NotStable,,0,1389618831,1389762748,1,0,0
1499999,1499999,1499999,1539849968,1540569811,2018,"            Assertion failure: fun->isInterpretedLazy(), at .../js/src/vm/JSFunction.cpp:1774        ",Tooru Fujisawa,  arai,RESOLVED FIXED,,JavaScript Engine,,0,NotStable,['C++'],0,1539849968,1540569811,8,0,0
1426783,1426783,1426783,1513900362,1516293222,2017,            AddressSanitizer: heap-buffer-overflow [@ __asan_memcpy] with arbitrary WRITE in JSStructuredCloneReader        ,Christian Holler,  decoder,RESOLVED FIXED,High,JavaScript Engine,,0,Stable,['C++'],0,1513900362,1516293222,27,0,0
1397064,1397064,1434791,1517448425,1517935935,2018,            Referrer policy bypass        ,Jack Will,  jackwillzac,RESOLVED DUPLICATE,Low,DOM: Security,Exposure of sensitive information,1,Stable,,0,1504655019,1507046965,27,148,0
1027359,1027359,1027359,1403130227,1404216249,2014,            Differential Testing: Incorrect codegen for mod (%) on ARM sim        ,Gary Kwong,  gkw,VERIFIED FIXED,Moderate,JavaScript Engine: JIT,,0,Stable,['C++'],0,1403130227,1404216249,12,0,0
908098,908098,908098,1377158585,1380134135,2013,            Randomize UDP listening port        ,Guillermo López :willyaranda,  willyaranda,RESOLVED FIXED,Low,DOM: Push Notifications,,0,NotStable,['JS'],0,1377158585,1380134135,34,0,0
1678785,1678785,1678785,1605928977,1607421290,2020,            AddressSanitizer: SEGV [@ vixl::Memory::Read]        ,Gary Kwong_ex,  gkw,RESOLVED FIXED,High,JavaScript: WebAssembly,,1,NotStable,['JS'],0,1605928977,1607421290,17,0,0
1467889,1467889,1467889,1528491330,1532082684,2018,            Fix off-by-one error in nsITransferable IPC string length logic        ,Nika Layzell,  nika,RESOLVED FIXED,Moderate,IPC,,0,Stable,['C++'],0,1528491330,1532082684,41,0,0
961512,961512,961512,1390160149,1392770119,2014,"            WebRTC permission prompt can show the wrong domain name, potentially making it possible for the page to spoof the domain name the access to the webcam/mic is requested from        ",Ehsan Akhgari,  ehsan.akhgari,RESOLVED FIXED,Moderate,WebRTC,"Permissions, privileges, access controls",0,Stable,"['C++', 'JS']",0,1390160149,1392770119,30,0,0
777992,777992,777992,1343346683,1343779834,2012,"            ""Assertion failure: [barrier verifier] Unmarked edge: element,""        ",Gary Kwong,  gkw,VERIFIED FIXED,Critical,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1343346683,1343779834,5,0,0
1417661,1417661,1417661,1510781459,1511957660,2017,            heap-buffer-overflow in nsFirstLetterFrame::CreateContinuationForFloatingParent        ,Nils,  nils,VERIFIED FIXED,High,Layout: Floats,Expired pointer dereference,1,Stable,['C++'],0,1510781459,1511957660,13,0,0
1306628,1306628,1306628,1475246592,1480566866,2016,            Heap-buffer-overflow in AAHairlineBatch::onPrepareDraws        ,Atte Kettunen,  attekett,RESOLVED FIXED,Critical,Graphics,Memory buffer bounds error,1,Stable,['C++'],0,1475246592,1480566866,61,0,0
969756,969756,969756,1391833292,1392517894,2014,            Heap-buffer-overflow in AppendValueToString        ,Abhishek Arya,  inferno,VERIFIED FIXED,,CSS Parsing and Computation,,1,NotStable,"['C++', 'HTML']",0,1391833292,1392517894,7,0,0
1422924,1422924,1422924,1512415442,1513704901,2017,            CSP script-src 'none' does not block SVG accessKey        ,David Dworken,  david,RESOLVED FIXED,Low,DOM: Security,,1,NotStable,,0,1512415442,1513704901,14,0,0
760996,760996,760996,1338741485,1339089763,2012,            Heap-use-after-free in nsTArray_base<nsTArrayDefaultAllocator>::Length()        ,Arthur Gerkis,  ax330d,VERIFIED FIXED,Critical,SVG,Resource management error,1,Stable,,0,1338741485,1339089763,4,0,0
1331704,1331704,1336794,1486297050,1486418672,2017,            heap-use-after-free in FrameTransformProperties        ,Nils,  nils,RESOLVED DUPLICATE,High,DOM: Animation,,1,NotStable,['C++'],0,1484681079,1486942642,26,18,0
1316826,1316826,1316826,1478861296,1480416513,2016,            CSP bypass with DOM events and 'strict-dynamic'        ,Andrew,  buglloc,VERIFIED FIXED,Moderate,DOM: Security,,1,NotStable,"['C++', 'HTML']",0,1478861296,1480416513,18,0,1
827190,827190,828903,1357816053,1358962318,2013,            UAF in xul!mozilla::nsTextNodeDirectionalityMap::RemoveElementFromMap        ,Nils,  nils,RESOLVED DUPLICATE,Critical,Layout: Text and Fonts,,1,NotStable,"['C++', 'HTML']",0,1357526482,1358185184,7,3,0
784918,784918,784918,1345694116,1356065087,2012,            Heap-use-after-free in nsHTMLMediaElement::CaptureStreamInternal        ,Abhishek Arya,  inferno,RESOLVED FIXED,High,Audio/Video,,1,NotStable,,0,1345694116,1356065087,120,0,0
1066362,1066362,1066362,1410478076,1410910174,2014,            Privileged apps on desktop don't apply a default CSP        ,fabrice,  fabrice,RESOLVED FIXED,Moderate,Security,,0,NotStable,['JS'],0,1410478076,1410910174,5,0,0
775794,775794,775794,1342744968,1342907402,2012,            nsICODecoder transparency bitmask memory corruption        ,Frédéric Hoguin,  hoguin,VERIFIED FIXED,Critical,Graphics: ImageLib,Memory buffer bounds error,1,Stable,['C++'],0,1342744968,1342907402,1,0,0
1136397,1136397,1136397,1424815585,1425479861,2015,            [jsdbg2] Crash after resuming from breakpoint        ,Shu-yu Guo,  shu,RESOLVED FIXED,Moderate,JavaScript Engine: JIT,,0,Stable,"['C++', 'JS']",0,1424815585,1425479861,7,0,0
1260439,1260439,1260439,1459262389,1459550060,2016,            workerdebuggersandbox_moved needs to update the wrappercache        ,Boris Zbarsky,  bzbarsky,RESOLVED FIXED,High,DOM: Workers,,0,Stable,['C++'],0,1459262389,1459550060,3,0,0
943243,943243,943243,1385451791,1472224488,2013,"            Large SVG file crashes Firefox with EXCEPTION_STACK_OVERFLOW (with hundreds of nested <g transform=""translate...""> elements in testcase)        ",videoclocknet,  videoclocknet,NEW,,Layout,,1,NotStable,,0,1385451791,-1,-1,0,0
1240414,1240414,1240414,1453086752,1455536067,2016,"            Crash [@ callee] or Assertion failure: isNonEvalFunctionFrame(), at vm/Stack.h:676 with ES6 Classes        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1453086752,1455536067,28,0,0
1422631,1422631,1422631,1512339921,1513842517,2017,            suspect cubeb_data_callback called from refill_callback_duplex() while stream is draining        ,Karl Tomlinson,  karlt,RESOLVED FIXED,High,Audio/Video: cubeb,,0,Stable,['C++'],0,1512339921,1513842517,17,0,0
1243843,1243843,1243843,1454009134,1455188732,2016,            graphite2: crash around null in [@graphite2::Pass::collisionShift]        ,Tyson Smith,  tsmith,VERIFIED FIXED,,Graphics: Text,,0,NotStable,['C++'],0,1454009134,1455188732,13,0,0
1457080,1457080,1457080,1524733585,1590483693,2018,            Phishing risks with Firefox not always showing the origin (Linux and Android)        ,Anonymous,  freddy,NEW,Low,DOM: Push Notifications,,1,NotStable,,0,1524733585,-1,-1,0,0
765139,765139,765139,1339736645,1341933024,2012,            Heap-use-after-free in nsDocument::AdoptNode        ,Abhishek Arya,  inferno,VERIFIED FIXED,Critical,DOM: Core & HTML,Resource management error,1,Stable,['C++'],0,1339736645,1341933024,25,0,0
1112307,1112307,1112307,1418765817,1420560311,2014,            WebSockets + e10s + workers use a non thread-safe ChannelEventQueue        ,Andrea Marchesini,  baku,RESOLVED FIXED,High,DOM: Core & HTML,,0,NotStable,,0,1418765817,1420560311,20,0,0
867482,867482,867482,1367371535,1367515476,2013,"            Crash [@ js::types::Type::ObjectType] or [@ GetValueType] or Assertion failure: !val.isMagic(), at jsobj.cpp        ",Gary Kwong,  gkw,VERIFIED FIXED,Moderate,JavaScript Engine,,0,Stable,['C++'],0,1367371535,1367515476,1,0,0
1130541,1130541,1130541,1423251149,1423327922,2015,            Heap use-after-free in mozilla::dom::IndexedDB::IDBObjectStore::CreateIndex        ,Paul Bandha,  bandha890,VERIFIED FIXED,Critical,Storage: IndexedDB,,1,Stable,['C++'],0,1423251149,1423327922,0,0,0
1018085,1018085,1018085,1401439671,1402376087,2014,"            ""ASSERTION: Inner window supports nsWrapperCache, fix WrapObject!""        ",Jesse Ruderman,  jruderman,VERIFIED FIXED,High,DOM: Core & HTML,,0,NotStable,,0,1401439671,1402376087,10,0,0
1462682,1462682,1462682,1526657870,1527271122,2018,            Firefox/Skia: Heap overflow in SkScan::FillPath due to precision error        ,Ivan Fratric of Google Project Zero,  ifratric,RESOLVED FIXED,High,Graphics,,1,Stable,['C++'],0,1526657870,1527271122,7,0,0
1595399,1595399,1595399,1573402290,1575410783,2019,            Spam many alerts without the 'Prevent this page from creating additional dialogs' checkbox        ,nathan,  nathan,VERIFIED FIXED,Low,DOM: Core & HTML,,1,NotStable,['C++'],0,1573402290,1575410783,23,0,0
921571,921571,921571,1380306847,1390229259,2013,            IonMonkey: SetElementIC dense element stub ignores double arrays        ,Jan de Mooij,  jandem,RESOLVED FIXED,Low,JavaScript Engine: JIT,,0,NotStable,['C++'],0,1380306847,1390229259,114,0,0
1269246,1269246,1269246,1462159404,1462786398,2016,            Possible use-after-free  in nsCollationMacUC::AllocateRawSortKey        ,Makoto Kato,  m_kato,RESOLVED FIXED,,Internationalization,,0,NotStable,,0,1462159404,1462786398,7,0,0
1394522,1394522,1394522,1503945028,1504696323,2017,            Null check ref pointers when iterating over intersection observers        ,Tobias Schneider,  tschneider,RESOLVED FIXED,High,Layout,,0,Stable,['C++'],0,1503945028,1504696323,8,0,0
789046,789046,789046,1346939849,1348318077,2012,            gif with wrong block length crashes asan        ,miaubiz,  miaubiz,VERIFIED FIXED,Low,Graphics: ImageLib,,1,NotStable,['C++'],0,1346939849,1348318077,15,0,0
1133160,1133160,1134103,1424235701,1424372640,2015,"            Heap-buffer-overflow in mozilla::gfx::FilterSupport::PostFilterExtentsForPrimitive, with ""Assertion failure: aIndex < Length()  (invalid array index), at nsTArray.h:951""        ",Atte Kettunen,  attekett,RESOLVED DUPLICATE,Moderate,Graphics,,1,NotStable,['C++'],0,1423881905,1424446420,6,4,0
1504816,1504816,1504816,1541448462,1542289653,2018,            Buffer source patches from 1475228 may have introduced a use-after-free        ,Boris Zbarsky,  bzbarsky,RESOLVED FIXED,High,DOM: Core & HTML,,0,Stable,,0,1541448462,1542289653,9,0,0
1662259,1662259,1662259,1598906431,1599472051,2020,"            Assertion failure: nsContentUtils::IsSafeToRunScript() || mOwnerContent->OwnerDoc()->IsStaticDocument() (FrameLoader should never be initialized during document update or reflow!), at src/dom/base/nsFrameLoader.cpp:2061        ",Tyson Smith,  tsmith,VERIFIED FIXED,Low,Print Preview,,0,Stable,"['C++', 'HTML']",0,1598906431,1599472051,6,0,1
1464472,1464472,1464472,1527268049,1527630574,2018,"            Crash [@ ShouldMark<JSString*>] or Assertion failure: addr % CellAlignBytes == 0, at gc/Cell.h:242        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1527268049,1527630574,4,0,0
1528481,1528481,1528481,1550322625,1561064749,2019,"            use after free in HTTP2 code, mozilla::net::Http2Session::RecvPushPromise (Http2Session.cpp)        ",Hanno Böck,  hanno,RESOLVED FIXED,High,Networking: HTTP,Expired pointer dereference,1,Stable,['C++'],0,1550322625,1561064749,124,0,1
760664,760664,760664,1338585375,1338699276,2012,            Opus crash illegal instruction [@ec_dec_normalize]        ,Christoph Diehl,  posidron,VERIFIED FIXED,High,Audio/Video,,0,NotStable,,0,1338585375,1338699276,1,0,0
1568047,1568047,1568047,1563831564,1565691026,2019,            IPC “bulk reading” a bool can cause undefined behavior        ,Tyson Smith,  tsmith,RESOLVED FIXED,Moderate,IPC,,0,Stable,['Python'],0,1563831564,1565691026,21,0,0
1376459,1376459,1376459,1498579937,1499957717,2017,"            AppCache issues (served on subpath allowed to set FALLBACK for whole origin, allowed to set on svg/xml)        ",Mathias Karlsson,  avlidienbrunn,RESOLVED FIXED,High,Networking: Cache,Improper input validation,1,Stable,['C++'],0,1498579937,1499957717,15,0,0
1525145,1525145,1525145,1549317810,1550134572,2019,            Use After Free In HTMLTableElment::DeleteCaption        ,Brandon Wieser,  wieser.brandon,VERIFIED FIXED,Critical,DOM: Core & HTML,Expired pointer dereference,1,Stable,['C++'],0,1549317810,1550134572,9,0,0
1315543,1315543,1315543,1478450835,1480087612,2016,            dom::Navigator::NotifyVRDisplaysUpdated  UAF        ,Filipe Gomes,  lipe,RESOLVED FIXED,High,DOM: Core & HTML,Expired pointer dereference,1,Stable,['C++'],0,1478450835,1480087612,18,0,0
886618,886618,886618,1372119255,1373251864,2013,"            Need to audit Web Audio code, especially AudioBuffer, for cases where JS arrays are neutered        ",Robert O'Callahan,  roc,RESOLVED FIXED,High,Web Audio,,0,NotStable,"['JS', 'HTML']",0,1372119255,1373251864,13,0,0
1690976,1690976,1690976,1612511803,1612821272,2021,            MediaError message property can leak information about cross-origin media resource        ,Andreas Pehrson,  pehrsons,RESOLVED FIXED,Low,Audio/Video: Playback,Generation of Error Message Containing Sensitive Information,0,Stable,"['C++', 'HTML']",0,1612511803,1612821272,3,0,0
1601712,1601712,1601712,1575568695,1578650165,2019,            AddressSanitizer: heap-use-after-free [@ RequestBlockedOnRead] with READ of size 2 with HTTP2 Proxy        ,Christian Holler,  decoder,RESOLVED FIXED,High,Networking: HTTP,,0,Stable,['C++'],0,1575568695,1578650165,35,0,0
893684,893684,894956,1374077144,1374079460,2013,            Use-After-Free with JS::CompileOptions        ,Bobby Holley,  bholley,RESOLVED DUPLICATE,Critical,JavaScript Engine,,0,Stable,,0,1373878235,1374284934,4,2,0
1685260,1685260,1685260,1609925457,1610428356,2021,"            Assertion failure: next == JSOp::CheckThis || next == JSOp::CheckReturn || next == JSOp::CheckThisReinit || next == JSOp::CheckLexical, at vm/Interpreter.cpp:3715 or Assertion failure: v.isSymbol() || v.isBigInt(), at jsnum.cpp:1944        ",André Bargull,  anba,RESOLVED FIXED,High,JavaScript Engine,,0,Stable,"['C++', 'JS']",0,1609925457,1610428356,5,0,0
914017,914017,914017,1378701943,1382011857,2013,            Stack-buffer-overflow in txXPathNodeUtils::getBaseURI        ,Abhishek Arya,  inferno,RESOLVED FIXED,High,XSLT,Memory buffer bounds error,1,Stable,['C++'],0,1378701943,1382011857,38,0,0
